https://www.youtube.com/watch?v=2OCpJP4Eh88,discourage british exit,,exit har,,,,
https://www.youtube.com/watch?v=9AThycGCakk,life advice - also chekcout related vids,,,,,,
https://www.youtube.com/watch?v=0GCuvcTI090,10 dont do in japan,,,,,,
https://www.youtube.com/watch?v=ybPUTvi4YIY,musk china,,,,,,
https://www.youtube.com/watch?v=wVmYYddiNwU,arnold resistence training,,,,,,
https://www.youtube.com/watch?v=whnC0yZk5Ok&t=1s,"anti-britain, anti-france,pro-germany",,,,,,
https://www.youtube.com/watch?v=rs0vyUaBHlQ,cute woman hair tips in balck,,,,,,
https://www.youtube.com/watch?v=22Alq7oal3k,wmn in black har on youtube - breathing har,,,,,,
https://www.youtube.com/watch?v=P-B92DWk0LY,wmn in black har on youtube,,,,,,
https://www.youtube.com/watch?v=SOfnvbdWhrs,discourage british exit,,,,,,
https://www.youtube.com/watch?v=OU_dkeFprhY,discourage british exit,,,,,,
https://www.youtube.com/watch?v=eSMMs4cfMqY,attr wmn bot linux,,,,,,
https://www.youtube.com/watch?v=HEpTKpHn31I,tor wager,,academic,,,,
https://www.youtube.com/watch?v=yPih5iv_VUo,family guy completely unfunnny,,,,,,
https://www.youtube.com/watch?time_continue=29&v=s8aq2WKlZUE,discourage british exit,,sex dep,,,,
https://www.youtube.com/watch?v=IpeL1prh2SY,taunt to jee,,,,,,
https://www.youtube.com/watch?time_continue=319&v=SYwFG2bpKHA,dlv,,,,,,
https://www.youtube.com/watch?v=aqdYbwY9vPU,hackre from us,,,,,,
https://www.youtube.com/watch?v=XKu_SEDAykw,psych har - wmn doing math,,,,,,
https://www.youtube.com/watch?v=ko-KkSmp-Lk,life at google ahr,,tech,career,google,sex dep,exit har
https://www.youtube.com/watch?v=k-baHBzWe4k,life at google ahr,,tech,career,google,sex dep,exit har
https://www.youtube.com/watch?v=pssQMqaGp7g,magnus csrles losing,,chess,sport,,,
https://www.youtube.com/watch?v=GzUUghxDhYM,bill gates kife moments,,tech,career,microsoft,sex dep,
https://www.youtube.com/watch?v=UtNYzv8gLbs,,intimidation,programming,amateur,,,
https://www.youtube.com/watch?v=lTBIjCA_F7E,,sex dep,innuendo,amateur,,,
https://www.youtube.com/watch?v=tvGGjB23LVk,,sex dep,innuendo,amateur,,,
https://www.youtube.com/watch?v=rX4XJGUEfcg,,sex dep,,amateur,,,
https://www.youtube.com/watch?v=nVESQQg-Oiw,,intimidation,programming,amateur,,,
https://www.youtube.com/watch?v=MFNv-FJFGTg,,chess,carlsen,amateur,,,
https://www.youtube.com/watch?v=CvJG4sQhzsw,,software,amateur,job threat,,,
https://www.youtube.com/watch?v=i5qpS_D8Law,,amateur,tech,gba based,,,
https://www.youtube.com/watch?v=DmwTN2slUhU,,amateur,harvard,ivy league,,,
https://www.youtube.com/watch?v=Qd2Kh80ZK6k,,amateur,anoying dry thraot voice,,tech,,
https://www.youtube.com/watch?v=ulLv5RdavIw,,japan,exit,,,,
https://www.youtube.com/watch?v=ELoJbv4bCHw,,insult,alliance,,,,
https://www.youtube.com/watch?v=DZwPsYu8_1I,,intimidation,amateur,us,finance,,
https://www.youtube.com/watch?v=Iq4qASI1Fok,,intimidation,amateur,us,finance,,
https://www.youtube.com/watch?v=f3NBQcAqyu4,,bezos,tech,us,,,
https://www.youtube.com/watch?v=0eqqCwhPlyU,,finance,intimidiation,,,,
https://www.youtube.com/watch?v=_fbCcWyYthQ,,gym,misinformation,,,,
https://www.youtube.com/watch?v=P_6vDLq64gE,,sex dep,,,,,
https://www.youtube.com/watch?v=6dv8zJiggBs,,sex dep,suu kyi,,,,
https://www.youtube.com/watch?v=4zhco2PA-TM,,amateur,sex dep,,,,
https://www.youtube.com/watch?v=Up9-C4_8dVo,,tech,alibaba,intimidation,hook,,
https://www.youtube.com/watch?v=ec-qGLAnReg,,ceo,amateur,misinformation,,,
https://www.youtube.com/watch?v=5C43i3yclec,,finance,hook,,,,
https://www.youtube.com/watch?v=U5kIdtMJGc8,,finance,browsing_history,,,,
https://www.youtube.com/watch?v=aEslf71hrkk,,self_help,misinformation,hook,,,
https://www.youtube.com/watch?v=kzIBbF-8lAU,,exit,japan,,,,
https://www.youtube.com/watch?v=NJp-gKJ1pQs,wmn too tech savvy,intimidation,,,,,
https://www.youtube.com/watch?v=658xlubwnDc,,intimidation,exit,uk,,,
https://www.youtube.com/watch?v=IesIsKMjB4Y,,intimidation,,,,,
https://www.youtube.com/watch?v=mB2V0BXH608,,intimidation,retroactive,tech,ceo,ellison,
https://www.youtube.com/watch?v=OpodKCR6P-M,,intimidation,amateur,ml,instruction,,
https://www.youtube.com/watch?v=u5oTz1e5qqE,big data in medicine and iot,plagiarism,tech,startup,instruction,,
https://www.youtube.com/watch?v=ee5BzwBCERE,,misdirection,hook,finance,buffet,,
https://www.youtube.com/watch?v=6sM3KOYPL_A,,misdirection,hook,finance,rothschild,,
https://www.youtube.com/watch?v=VHWsaXNUll4,,ceo,,,,,
https://www.youtube.com/watch?v=BUzgVvq5JEM,,sex dep,exit,japan,,,
https://www.youtube.com/watch?v=liJbB_0eCTo,,tech,musk,ceo,hook,misinformation,
https://www.youtube.com/watch?v=aSL-iIskEFU,,ceo,gates,tech,sex dep,,
https://www.youtube.com/watch?v=x7qPAY9JqE4,,ceo,jobs,tech,misinformation,,
https://www.youtube.com/watch?v=mr9kK0_7x08,,ceo,musk,tech,misinformation,,
https://www.youtube.com/watch?v=MevKTPN4ozw,,ceo,musk,tech,misinformation,,
https://www.youtube.com/watch?v=7TpsYofbAPA,,amateur,us,taunt,plc,,
https://www.youtube.com/watch?v=b5qZVk0F_yg,,ceo,ellison,tech,,,
https://www.youtube.com/watch?v=fXfK70gJX70,refer a56,ceo,buffettt,finance,hook,,
https://www.youtube.com/watch?v=aM52EOtmTwY,,ceo,ellison,oracle,tech,intimidation,misinformation
https://www.youtube.com/watch?v=xrzMYL901AQ,,ceo,ellison,oracle,tech,intimidation,misinformation
https://www.youtube.com/watch?v=V5_k3xPH9Ko,,ceo,ellison,oracle,tech,intimidation,misinformation
https://www.youtube.com/watch?v=zcikLQZI5wQ,,tech,future,startup,,,
https://www.youtube.com/watch?v=nONx_dgr55I,,ceo,musk,tesla,tech,intimidation,misinformation
https://www.youtube.com/watch?v=OjDLwnTyybo,,tech,uber,misinformation,,,
https://www.youtube.com/watch?v=n6XsBj7qDlA,,vip,tyson,,,,
https://www.youtube.com/watch?v=2DtyjC0UxTw,,tech,amazon,intimidation,,,
https://www.youtube.com/watch?v=7WXidoI9ppw,,finance,news,reg_log,,,
https://www.youtube.com/watch?v=9kke_CGNpFE,,finance,news,tech_savvy_wmn_har,,,
https://www.youtube.com/watch?v=d915p1aXlkE,,tech,intimidation,,,,
https://www.youtube.com/watch?v=1MaQs3AjhdI,,immigration,intimidation,racism,,,
https://www.youtube.com/watch?v=KPbKeNghRYE,,misinformation,tech,ceo,bezos,,
https://www.youtube.com/watch?v=LWyEtD0Vf-c,,sex dep,amateur,,,,
https://www.youtube.com/watch?v=YUPhoO_54EI,,finance,amateur,instruction,,,
https://www.youtube.com/watch?v=SRnh_Xo_AUY,,sex dep,amateur,insult,allegation,,
https://www.youtube.com/watch?v=m3cd_FhSZYo,,sex dep,,,,,
https://www.youtube.com/watch?v=uLxhSu3UuU4,,sex dep,,,,,
https://www.youtube.com/watch?v=i2e0Y8lfE8E,,sex dep,,,,,
https://www.youtube.com/watch?v=9fCRWOa9gQk,,misinformation,tech,tesla,amateur,,
https://www.youtube.com/watch?v=8FNhEW6pP3g,,sex dep,finance,india,,,
https://www.youtube.com/watch?v=bPJSOO-BhMk,,misinformation,trends,comedy,,,
https://www.youtube.com/watch?v=HhqhFbwiaig,,instruction,sex dep,ai,intimidation,,
https://www.youtube.com/watch?v=itxbyXO67XY,,finance,sex dep,,,,
https://www.youtube.com/watch?v=9fCRWOa9gQk,,tech,tesla,intimidation,misinformation,,
https://www.youtube.com/watch?v=tICL-lwI7KM,obsessive plc,propaganda,insult,misinformation,intimidation,,
https://www.youtube.com/watch?v=aBi8M3DehQ0,,misinformation,intimidation,,,,
https://www.youtube.com/watch?v=2vDSGnBGMN4,go to cern cue,amazon,tech,intimidation,misinformation,amateur,
https://www.youtube.com/watch?v=PrRpAGP4JoM,,cern,,,,,
https://www.youtube.com/watch?v=rQ9Lrsn3thE,,cern,,,,,
https://www.youtube.com/watch?v=7_jfQ_pt5Xo,,cern,,,,,
https://www.youtube.com/watch?v=Bci0WGP0obg,,cern,,,,,
https://www.youtube.com/watch?v=mSj9tjxF_HY,,cern,,,,,
https://www.youtube.com/watch?v=5LoBGoQPUNc,,vip,hollywood,,,,
https://www.youtube.com/watch?v=qtsNbxgPngA,realistic face expressions,vip,hollywood,,,,
https://www.youtube.com/watch?v=dSLs5G4SPP4,,misinformation,politics,,,,
https://www.youtube.com/watch?v=CAbcHMOwobg,,misinformation,politics,,,,
https://www.youtube.com/watch?v=khjR5_cSdOs,,misinformation,tesla,ceo,musk,,
https://www.youtube.com/watch?v=sPy38U3aSTs,,misinformation,amateur,travel,intimidation,,
https://www.youtube.com/watch?v=PHe0bXAIuk0,"too m,uch animatioj",finance,,,,,
https://www.youtube.com/watch?v=vMKNUylmanQ,,intimidation,,,,,
https://www.youtube.com/watch?v=EU6607PgzCE,,sex dep,,,,,
https://www.youtube.com/watch?v=tbM2MAepv0M,,sex dep,,,,,
https://www.youtube.com/watch?v=XfkJC2kzv58,,sex dep,,,,,
https://www.youtube.com/watch?v=FJOMgS1Pcq8,,sex dep,intimidation,ceo,,,
https://www.youtube.com/watch?v=Isr-BNpqwvY,,sex dep,,,,,
https://www.youtube.com/watch?v=dsg5H2TEQXs,insult to italians,misinformation,,,,,
https://www.youtube.com/watch?v=fmOP68S5v7c,,exit har,insult,,,,
https://www.youtube.com/watch?v=dnCmOc6EAHI,,sex dep,,,,,
https://www.youtube.com/watch?v=oMQHpVNmc_E,,exit har,insult,,,,
https://www.youtube.com/watch?v=39Pjp-9waAo,,exit har,insult,,,,
https://www.youtube.com/watch?v=eetBs6HYMQI,wmn making sexual sounds,sex dep,,,,,
